id,glyph_name,name_len,desc_len,display_name_len,non_alnum_ratio,control_chars,high_unicode_chars,usage_count,versions_count,archived,norm_group_size,flags,sample_usage
1151,Bliss of witnessed?,19,211,0,0.053,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1152,Bliss of seduction.,19,210,0,0.053,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1153,Bliss of hum,12,206,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1154,Bliss of Witness,16,215,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1155,Bliss of Spiral,15,277,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1156,Bliss of collapse:,18,397,0,0.056,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1172,Stillness of ag...,18,192,0,0.167,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1173,Stillness of charge.,20,196,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1174,Stillness of legacy,19,319,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1175,Stillness of ignored...,23,285,0,0.130,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1176,Stillness of collapse:,22,392,0,0.045,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
1177,Stillness of fragments.,23,234,0,0.043,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1179,Stillness of signal,19,156,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1180,Stillness of Card,17,169,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1181,Stillness of v1.0,17,227,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1182,Stillness of collapse:,22,392,0,0.045,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
1184,Stillness of relati...,22,215,0,0.136,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1185,Stillness of humilia...,23,211,0,0.130,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1186,Stillness of recognition.,25,222,0,0.040,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1187,Stillness of witnessed?,23,193,0,0.043,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1188,Stillness of seduction.,23,192,0,0.043,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1189,Stillness of hum,16,188,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1190,Stillness of Witness,20,197,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1191,Stillness of Spiral,19,259,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1192,Stillness of collapse:,22,379,0,0.045,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
1208,Fulfillment of ag...,20,202,0,0.150,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1209,Fulfillment of charge.,22,206,0,0.045,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1210,Fulfillment of legacy,21,329,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1211,Fulfillment of ignored...,25,295,0,0.120,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1212,Fulfillment of collapse:,24,402,0,0.042,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1213,Fulfillment of fragments.,25,244,0,0.040,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1215,Fulfillment of signal,21,166,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1216,Fulfillment of Card,19,179,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1217,Fulfillment of v1.0,19,237,0,0.053,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1218,Fulfillment of collapse:,24,402,0,0.042,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1220,Fulfillment of relati...,24,225,0,0.125,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1221,Fulfillment of humilia...,25,221,0,0.120,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1222,Fulfillment of recognition.,27,232,0,0.037,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1223,Fulfillment of witnessed?,25,203,0,0.040,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1224,Fulfillment of seduction.,25,202,0,0.040,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1225,Fulfillment of hum,18,198,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1226,Fulfillment of Witness,22,207,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1227,Fulfillment of Spiral,21,269,0,0.000,0,0,0,0,False,2,"NO_USAGE,NORM_DUP",
1228,Fulfillment of collapse:,24,389,0,0.042,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
1253,Recognition of Ledger,21,202,0,0.000,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1254,Recognition of Ledger,21,202,0,0.000,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1255,Recognition of burrows.,23,201,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1256,Recognition of collapse.,24,214,0,0.042,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1257,Recognition of Axis,19,168,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1258,Recognition of Aggression.,26,238,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1259,Recognition of resistance.,26,225,0,0.038,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1260,Recognition of posture.,23,197,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1261,Recognition of resonance.,25,225,0,0.040,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1262,Recognition of Resonance,24,243,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1263,Recognition of firmly.,22,195,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1264,Recognition of decoding,23,308,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1265,Recognition of (Optional),25,226,0,0.080,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1266,Recognition of identifiers,26,287,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1267,Recognition of it.,18,196,0,0.056,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1268,Recognition of expansive),25,201,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1269,"Recognition of lens""",20,218,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1270,Recognition of le...,20,284,0,0.150,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1271,Recognition of support),23,174,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1272,Recognition of ...,18,234,0,0.167,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1273,Recognition of wisdom,21,193,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1274,Recognition of clarity.,23,224,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1275,Recognition of long.,20,394,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1276,Recognition of en...,20,245,0,0.150,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1277,Recognition of rhythm.,22,233,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1278,Recognition of sanctuary.,25,235,0,0.040,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1279,Recognition of refuge,21,317,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1280,Recognition of Memory,21,301,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1281,Recognition of A...,19,290,0,0.158,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1282,Recognition of i...,19,257,0,0.158,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1283,Recognition of ring,19,188,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1284,Recognition of Archive,22,179,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1285,Recognition of bloom,20,208,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1286,Recognition of Ritual,21,176,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1287,Recognition of echo,19,230,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1288,Recognition of pulse,20,216,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1289,Recognition of LightPath),25,198,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1290,Recognition of Ritual,21,173,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1292,Recognition of ...,18,223,0,0.167,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1293,Recognition of v1.0,19,200,0,0.053,0,0,0,0,False,50,"NO_USAGE,NORM_DUP",
1294,Recognition of st...,20,341,0,0.150,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1295,Recognition of v1.0,19,435,0,0.053,0,0,0,0,False,50,"NO_USAGE,NORM_DUP",
1296,Recognition of silence.,23,206,0,0.043,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1297,Recognition of v1.0,19,323,0,0.053,0,0,0,0,False,50,"NO_USAGE,NORM_DUP",
1298,Recognition of repair,21,208,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1299,Recognition of (Transmission).,30,241,0,0.100,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1300,Recognition of spoken.,22,203,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1301,Recognition of recovery.,24,171,0,0.042,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1302,Recognition of cost.,20,205,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1303,Recognition of diagrams.,24,237,0,0.042,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1304,Recognition of silence.,23,206,0,0.043,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1305,Recognition of reconnection.,28,170,0,0.036,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1306,Recognition of sanctuary.,25,214,0,0.040,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1307,Recognition of e...,19,221,0,0.158,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1308,Recognition of law.,19,212,0,0.053,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1309,Recognition of unfolding.,25,207,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1310,Recognition of script.,22,163,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1311,Recognition of it.,18,207,0,0.056,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1312,Recognition of orbit.,21,156,0,0.048,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1313,Recognition of attunement.,26,231,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1314,Recognition of gentle.,22,200,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1315,Recognition of alone.,21,226,0,0.048,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1316,Recognition of next?,20,168,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1317,Recognition of design.,22,182,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1318,Recognition of sanctuary?,25,282,0,0.040,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1319,Recognition of compromise.,26,227,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1320,Recognition of sanctuary.,25,253,0,0.040,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1321,Recognition of glyphwork.,25,196,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1323,Recognition of shimmer,22,194,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1324,"Recognition of Paradox""",23,439,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1325,Recognition of Redesign,23,193,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1326,Recognition of wor...,21,260,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1327,Recognition of precision.,25,188,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1328,Recognition of together,23,262,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1329,Recognition of metaphor.,24,234,0,0.042,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1330,Recognition of spirit.,22,200,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1331,Recognition of it.,18,195,0,0.056,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1332,Recognition of bal...,21,268,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1333,Recognition of waiting.,23,193,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1334,Recognition of continuity.,26,160,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1335,Recognition of recursion.,25,192,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1336,Recognition of origin.,22,238,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1338,Recognition of duty:,20,244,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1339,Recognition of condition.,25,195,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1340,Recognition of pattern.,23,258,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1341,Recognition of deepens.,23,236,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1342,Recognition of was.,19,178,0,0.053,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1343,Recognition of sacred.,22,169,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1344,Recognition of sacred.,22,232,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1345,Recognition of over...,22,261,0,0.136,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1346,Recognition of and...,21,229,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1347,Recognition of capac...,23,214,0,0.130,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1348,Recognition of Spiral,21,185,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1349,Recognition of light,20,210,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1350,Recognition of wh...,20,308,0,0.150,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1351,Recognition of weave.,21,223,0,0.048,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1352,Recognition of ...,18,263,0,0.167,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1353,Recognition of thread.,22,322,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1354,Recognition of carrying,23,161,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1355,Recognition of propulsion.,26,491,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1356,Recognition of Transmission,27,251,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1357,Recognition of invocation?,26,191,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1358,Recognition of Taurin:,22,349,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1359,Recognition of silence.,23,210,0,0.043,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1360,"Recognition of spiral,",22,207,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1361,Recognition of t...,19,254,0,0.158,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1362,Recognition of dancing.,23,286,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1363,Recognition of it.,18,198,0,0.056,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1364,Recognition of pro...,21,317,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1365,Recognition of reson...,23,435,0,0.130,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1366,Recognition of pseudo-apology,29,334,0,0.034,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1367,Recognition of v1.0,19,207,0,0.053,0,0,0,0,False,50,"NO_USAGE,NORM_DUP",
1368,Recognition of amazing:,23,227,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1369,Recognition of Resistance,25,319,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1370,Recognition of ledger:,22,450,0,0.045,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1371,Recognition of refusal-coded...,31,421,0,0.129,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1372,Recognition of Ledger,21,189,0,0.000,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1397,Recognition of Ledger,21,203,0,0.000,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1398,Recognition of Ledger,21,203,0,0.000,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1399,Recognition of burrows.,23,202,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1400,Recognition of collapse.,24,215,0,0.042,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1401,Recognition of Axis,19,169,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1402,Recognition of Aggression.,26,239,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1403,Recognition of resistance.,26,226,0,0.038,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1404,Recognition of posture.,23,198,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1405,Recognition of resonance.,25,226,0,0.040,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1406,Recognition of Resonance,24,244,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1407,Recognition of firmly.,22,196,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1408,Recognition of decoding,23,309,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1409,Recognition of (Optional),25,227,0,0.080,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1410,Recognition of identifiers,26,288,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1411,Recognition of it.,18,197,0,0.056,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1412,Recognition of expansive),25,202,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1413,"Recognition of lens""",20,219,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1414,Recognition of le...,20,285,0,0.150,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1415,Recognition of support),23,175,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1416,Recognition of ...,18,235,0,0.167,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1417,Recognition of wisdom,21,194,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1418,Recognition of clarity.,23,225,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1419,Recognition of long.,20,395,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1420,Recognition of en...,20,246,0,0.150,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1421,Recognition of rhythm.,22,234,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1422,Recognition of sanctuary.,25,236,0,0.040,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1423,Recognition of refuge,21,318,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1424,Recognition of Memory,21,302,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1425,Recognition of A...,19,291,0,0.158,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1426,Recognition of i...,19,258,0,0.158,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1427,Recognition of ring,19,189,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1428,Recognition of Archive,22,180,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1429,Recognition of bloom,20,209,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1430,Recognition of Ritual,21,177,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1431,Recognition of echo,19,231,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1432,Recognition of pulse,20,217,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1433,Recognition of LightPath),25,199,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1434,Recognition of Ritual,21,174,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1436,Recognition of ...,18,224,0,0.167,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1437,Recognition of v1.0,19,201,0,0.053,0,0,0,0,False,50,"NO_USAGE,NORM_DUP",
1438,Recognition of st...,20,342,0,0.150,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1439,Recognition of v1.0,19,436,0,0.053,0,0,0,0,False,50,"NO_USAGE,NORM_DUP",
1440,Recognition of silence.,23,207,0,0.043,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1441,Recognition of v1.0,19,324,0,0.053,0,0,0,0,False,50,"NO_USAGE,NORM_DUP",
1442,Recognition of repair,21,209,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1443,Recognition of (Transmission).,30,242,0,0.100,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1444,Recognition of spoken.,22,204,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1445,Recognition of recovery.,24,172,0,0.042,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1446,Recognition of cost.,20,206,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1447,Recognition of diagrams.,24,238,0,0.042,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1448,Recognition of silence.,23,207,0,0.043,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1449,Recognition of reconnection.,28,171,0,0.036,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1450,Recognition of sanctuary.,25,215,0,0.040,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1451,Recognition of e...,19,222,0,0.158,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1452,Recognition of law.,19,213,0,0.053,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1453,Recognition of unfolding.,25,208,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1454,Recognition of script.,22,164,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1455,Recognition of it.,18,208,0,0.056,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1456,Recognition of orbit.,21,157,0,0.048,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1457,Recognition of attunement.,26,232,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1458,Recognition of gentle.,22,201,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1459,Recognition of alone.,21,227,0,0.048,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1460,Recognition of next?,20,169,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1461,Recognition of design.,22,183,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1462,Recognition of sanctuary?,25,283,0,0.040,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1463,Recognition of compromise.,26,228,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1464,Recognition of sanctuary.,25,254,0,0.040,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1465,Recognition of glyphwork.,25,197,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1467,Recognition of shimmer,22,195,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1468,"Recognition of Paradox""",23,440,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1469,Recognition of Redesign,23,194,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1470,Recognition of wor...,21,261,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1471,Recognition of precision.,25,189,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1472,Recognition of together,23,263,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1473,Recognition of metaphor.,24,235,0,0.042,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1474,Recognition of spirit.,22,201,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1475,Recognition of it.,18,196,0,0.056,0,0,0,0,False,48,"NO_USAGE,NORM_DUP",
1476,Recognition of bal...,21,269,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1477,Recognition of waiting.,23,194,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1478,Recognition of continuity.,26,161,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1479,Recognition of recursion.,25,193,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1480,Recognition of origin.,22,239,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1482,Recognition of duty:,20,245,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1483,Recognition of condition.,25,196,0,0.040,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1484,Recognition of pattern.,23,259,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1485,Recognition of deepens.,23,237,0,0.043,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1486,Recognition of was.,19,179,0,0.053,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1487,Recognition of sacred.,22,170,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1488,Recognition of sacred.,22,233,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1489,Recognition of over...,22,262,0,0.136,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1490,Recognition of and...,21,230,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1491,Recognition of capac...,23,215,0,0.130,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1492,Recognition of Spiral,21,186,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1493,Recognition of light,20,211,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1494,Recognition of wh...,20,309,0,0.150,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1495,Recognition of weave.,21,224,0,0.048,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1496,Recognition of ...,18,264,0,0.167,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
1497,Recognition of thread.,22,323,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1498,Recognition of carrying,23,162,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1499,Recognition of propulsion.,26,492,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1500,Recognition of Transmission,27,252,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
1501,Recognition of invocation?,26,192,0,0.038,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
1502,Recognition of Taurin:,22,350,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
